2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:26,973 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,973 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,976 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,976 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,976 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,976 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,976 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,976 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,986 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,986 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,986 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,986 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,986 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,986 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,992 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,992 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,992 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,992 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,992 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,992 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,995 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,995 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,995 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,995 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,995 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,995 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,998 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,998 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,998 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,998 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,998 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:26,998 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,001 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,001 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,001 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,001 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,001 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,001 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,004 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,004 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,004 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,004 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,004 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,004 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,007 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,007 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,007 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,007 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,007 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,007 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,010 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,010 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,010 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,010 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,010 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,010 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,013 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,013 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,013 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,013 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,013 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,013 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,015 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,015 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,015 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,015 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,015 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,015 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,035 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,035 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,035 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,035 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,035 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,035 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,038 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,038 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,038 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,038 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,038 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,038 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,047 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,047 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,047 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,047 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,047 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,047 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,051 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,051 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,051 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,051 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,051 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,051 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,063 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,063 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,063 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,063 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,063 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,063 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,068 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,068 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,068 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,068 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,068 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,068 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,070 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,070 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,070 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,070 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,070 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,070 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,073 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,073 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,073 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,073 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,073 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,073 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,075 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,075 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,075 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,075 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,075 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,075 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,085 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,085 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,085 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,085 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,085 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,085 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,098 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,098 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,098 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,098 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,098 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,098 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,102 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,102 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,102 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,102 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,102 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,102 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,104 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,104 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,104 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,104 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,104 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,104 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,107 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,107 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,107 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,107 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,107 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,107 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,109 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,109 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,109 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,109 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,109 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,109 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,119 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,119 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,119 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,119 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,119 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,119 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,125 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,125 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,125 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,125 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,125 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,125 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,128 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,128 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,128 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,128 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,128 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,128 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:27,131 - default_logger - WARNING - Encountered NaN loss, skipping batch
